Token	Corpus	Time	Text	Genre	Type	Whole_Genitive	Possessor	Possessum	Possessor_Length	Possessum_Length
bg13.0045.01	Brown	1960	G13	Non-fiction	of	the members of the beat generation	the beat generation	the members	3	2
bg13.0045.02	Brown	1960	G13	Non-fiction	of	the title of the holy barbarians	the holy barbarians	the title	3	2
bg13.0045.03	Brown	1960	G13	Non-fiction	of	the shrines , temples , museums , and churches of the state that is the implacable enemy of the life they believe in	the state that is the implacable enemy of the life they believe in	the shrines , temples , museums , and churches	8	8
bg13.0045.04	Brown	1960	G13	Non-fiction	of	the implacable enemy of the life they believe in	the life they believe in	the implacable enemy	5	3
bg13.0046.01	Brown	1960	G13	Non-fiction	of	the metaphysics of the orgasm	the orgasm	the metaphysics	2	2
bg13.0048.01	Brown	1960	G13	Non-fiction	of	the foe of life	life	the foe	1	2
bg13.0048.03	Brown	1960	G13	Non-fiction	of	the wisdom of the body	the body	the wisdom	2	2
bg13.0049.02	Brown	1960	G13	Non-fiction	of	the revolutionary rhythms of jazz	jazz	the revolutionary rhythms	1	3
bg13.0049.03	Brown	1960	G13	Non-fiction	of	the climax of the orgasm	the orgasm	the climax	2	2
bg13.0050.02	Brown	1960	G13	Non-fiction	of	the mentality of the psychopath	the psychopath	the mentality	2	2
bg13.0051.02	Brown	1960	G13	Non-fiction	of	the violence of revolt	revolt	the violence	1	2
bg13.0055.01	Brown	1960	G13	Non-fiction	of	the basis of their aesthetic creed	their aesthetic creed	the basis	3	2
bg13.0069.01	Brown	1960	G13	Non-fiction	of	the initiates of this cult	this cult	the initiates	2	2
bg13.0070.01	Brown	1960	G13	Non-fiction	of	The professed mission of this disaffiliated generation	this disaffiliated generation	The professed mission	3	3
bg13.0071.01	Brown	1960	G13	Non-fiction	of	the creative representatives of this movement	this movement	the creative representatives	2	3
bg13.0072.01	Brown	1960	G13	Non-fiction	of	the derelicts and outcasts of society	society	the derelicts and outcasts	1	4
bg13.0075.02	Brown	1960	G13	Non-fiction	of	the laws of the state	the state	the laws	2	2
bg13.0080.02	Brown	1960	G13	Non-fiction	of	the secret of primitive religion	primitive religion	the secret	2	2
bg13.0083.02	Brown	1960	G13	Non-fiction	of	the negative attitudes of the group	the group	the negative attitudes	2	3
bg13.0085.01	Brown	1960	G13	Non-fiction	of	this Mecca of the beat generation	the beat generation	this Mecca	3	2
bg13.0088.02	Brown	1960	G13	Non-fiction	of	the ritual of sex	sex	the ritual	1	2
bg13.0091.01	Brown	1960	G13	Non-fiction	of	the influence of marijuana	marijuana	the influence	1	2
bg13.0092.01	Brown	1960	G13	Non-fiction	of	the organic rhythms of life	life	the organic rhythms	1	3
bg13.0096.01	Brown	1960	G13	Non-fiction	of	the nature of man	man	the nature	1	2
bg13.0096.03	Brown	1960	G13	Non-fiction	of	the writers of the beat generation	the beat generation	the writers	3	2
bg17.0006.01	Brown	1960	G17	Non-fiction	of	the renewal of interference in 1954	interference in 1954	the renewal	3	2
bg17.0010.01	Brown	1960	G17	Non-fiction	of	The traditional strategy of the South	the South	The traditional strategy	2	3
bg17.0010.02	Brown	1960	G17	Non-fiction	of	the vices of the North	the North	the vices	2	2
bg17.0012.02	Brown	1960	G17	Non-fiction	of	the true spirit of integration	integration	the true spirit	1	3
bg17.0017.01	Brown	1960	G17	Non-fiction	s	Francis Thompson's words for the Hound Of Heaven's Pursuit	Francis Thompson's	words for the Hound Of Heaven's Pursuit	2	7
bg17.0022.01	Brown	1960	G17	Non-fiction	s	Mr. Justice Taney's Dred Scott decision in 1857	Mr. Justice Taney's	Dred Scott decision in 1857	3	5
bg17.0050.02	Brown	1960	G17	Non-fiction	of	the best interests of the children	the children	the best interests	2	3
bg17.0058.02	Brown	1960	G17	Non-fiction	s	Whittier's Massachusetts To Virginia	Whittier's	Massachusetts To Virginia	1	3
bg17.0065.02	Brown	1960	G17	Non-fiction	of	the beginning of innocence	innocence	the beginning	1	2
bg17.0068.01	Brown	1960	G17	Non-fiction	s	the bondsman's two hundred and fifty years in unrequited toil	the bondsman's	two hundred and fifty years in unrequited toil	2	8
bg17.0069.02	Brown	1960	G17	Non-fiction	of	the hands of the descendants of New Englanders engaged in the slave trade	the descendants of New Englanders engaged in the slave trade	the hands	8	2
bg17.0069.03	Brown	1960	G17	Non-fiction	of	the descendants of New Englanders engaged in the slave trade	New Englanders engaged in the slave trade	the descendants	7	2
bg17.0073.02	Brown	1960	G17	Non-fiction	of	the profits of the slave-owners	the slave-owners	the profits	2	2
bg17.0083.07	Brown	1960	G17	Non-fiction	of	the inhabitants of Africa	Africa	the inhabitants	1	2
bg17.0090.01	Brown	1960	G17	Non-fiction	of	the chief universities , colleges , and preparatory schools of the United States	the United States	the chief universities , colleges , and preparatory schools	3	8
bg17.0094.01	Brown	1960	G17	Non-fiction	of	that great symbol of American democracy	American democracy	that great symbol	2	3
bg17.0095.01	Brown	1960	G17	Non-fiction	of	the three states of Southern New England	Southern New England	the three states	3	3
bg17.0098.01	Brown	1960	G17	Non-fiction	of	the state universities of Maine, New Hampshire, And Vermont	Maine, New Hampshire, And Vermont	The state universities	5	3
bg17.0098.01	Brown	1960	G17	Non-fiction	of	the state universities of Maine, New Hampshire, And Vermont	Maine, New Hampshire, And Vermont	The state universities	5	3
bg18.0003.02	Brown	1960	G18	Non-fiction	of	the glory of Sweden	Sweden	the glory	1	2
bg18.0009.04	Brown	1960	G18	Non-fiction	s	Sweden's ancient glory	Sweden's	ancient glory	1	2
bg18.0012.03	Brown	1960	G18	Non-fiction	of	the great disapproval of his father	his father, who objected because+of his extreme youth	the great disapproval	8	3
bg18.0013.01	Brown	1960	G18	Non-fiction	of	the studio of Gerome in Paris	Gerome in Paris	the studio	3	2
bg18.0013.02	Brown	1960	G18	Non-fiction	of	the life of the artists	the artists	the life	2	2
bg18.0021.01	Brown	1960	G18	Non-fiction	of	The first result of Heidenstam's long sojourn abroad	Heidenstam's long sojourn abroad	The first result	4	3
bg18.0021.02	Brown	1960	G18	Non-fiction	s	Heidenstam's long sojourn abroad	Heidenstam's	long sojourn abroad	1	3
bg18.0023.02	Brown	1960	G18	Non-fiction	of	Sweden's foremost critic of the period	the period	Sweden's foremost critic	2	3
bg18.0025.03	Brown	1960	G18	Non-fiction	of	the bazaars of Damascus	Damascus	the bazaars	1	2
bg18.0026.01	Brown	1960	G18	Non-fiction	of	the care-free indolence of the East	the East	the care-free indolence	2	3
bg18.0026.02	Brown	1960	G18	Non-fiction	of	the last reflection of the old happy existence	the old happy existence	the last reflection	4	3
bg18.0028.02	Brown	1960	G18	Non-fiction	of	the longer pieces of the volume	the volume	the longer pieces	2	3
bg18.0029.01	Brown	1960	G18	Non-fiction	of	the temple of Neptune at Paestum	Neptune at Paestum	the temple	3	2
bg18.0029.02	Brown	1960	G18	Non-fiction	of	the noblest example of Grecian classic style	Grecian classic style	the noblest example	3	3
bg18.0031.01	Brown	1960	G18	Non-fiction	of	The supreme object of their lives	their lives	The supreme object	2	3
bg18.0033.01	Brown	1960	G18	Non-fiction	s	The man's true reputation	The man's	true reputation	2	2
bg18.0034.01	Brown	1960	G18	Non-fiction	of	the end of the volume	the volume	the end	2	2
bg18.0039.01	Brown	1960	G18	Non-fiction	s	the poet's longing for his homeland and its boyhood associations	the poet's	longing for his homeland and its boyhood associations	2	8
bg18.0043.02	Brown	1960	G18	Non-fiction	of	the glory of her past	her past	the glory	2	2
bg18.0045.02	Brown	1960	G18	Non-fiction	of	the grave of his carefree and indolent youth	his carefree and indolent youth	the grave	5	2
bg18.0046.01	Brown	1960	G18	Non-fiction	of	the storied lands of the East	the East	the storied lands	2	3
bg18.0046.03	Brown	1960	G18	Non-fiction	of	the pleasure gardens of Sardanapalus	Sardanapalus	the pleasure gardens	1	3
bg18.0046.05	Brown	1960	G18	Non-fiction	of	the meaning of life	life	the meaning	1	2
bg18.0047.02	Brown	1960	G18	Non-fiction	of	the wintry homeland of his fathers	his fathers	the wintry homeland	2	3
bg18.0049.01	Brown	1960	G18	Non-fiction	of	the death of his father	his father	the death	2	2
bg18.0052.02	Brown	1960	G18	Non-fiction	of	the heroic spirit of its former glory	its former glory	the heroic spirit	3	3
bg18.0053.01	Brown	1960	G18	Non-fiction	s	Strindberg's remedy for this condition	Strindberg's	remedy for this condition	1	4
bg18.0055.02	Brown	1960	G18	Non-fiction	s	Heidenstam's later work	Heidenstam's	later work	1	2
bg18.0056.03	Brown	1960	G18	Non-fiction	of	the masterpiece of his career	his career	the masterpiece	2	2
bg18.0060.01	Brown	1960	G18	Non-fiction	of	the title of the book	the book	the title	2	2
bg18.0060.02	Brown	1960	G18	Non-fiction	of	the soldiers and subjects of the king	the king	the soldiers and subjects	2	4
bg18.0065.01	Brown	1960	G18	Non-fiction	s	Charles' spectacular victories	Charles'	spectacular victories	1	2
bg18.0065.02	Brown	1960	G18	Non-fiction	of	the heroic loyalty of the Swedish people	the Swedish people	the heroic loyalty	3	3
bg18.0071.01	Brown	1960	G18	Non-fiction	of	The career of Charles 12	Charles 12	The career	2	2
bg18.0077.01	Brown	1960	G18	Non-fiction	of	The first half of The Charles Men	The Charles Men	The first half	3	3
bg18.0077.02	Brown	1960	G18	Non-fiction	of	the climax of the battle of Poltava in 1709	the battle of Poltava in 1709	the climax	6	2
bg18.0078.01	Brown	1960	G18	Non-fiction	of	the collapse of that desperate and ill-fated campaign	that desperate and ill-fated campaign	the collapse	5	2
bg18.0078.02	Brown	1960	G18	Non-fiction	of	the character of the king	the king	the character	2	2
bg18.0080.01	Brown	1960	G18	Non-fiction	of	the beginning of the second part	the second part	the beginning	3	2
bg18.0080.02	Brown	1960	G18	Non-fiction	of	the reactions of the Swedes in adversity	the Swedes in adversity	the reactions	4	2
bg18.0082.01	Brown	1960	G18	Non-fiction	of	the rallying of the peasants in southern Sweden	the peasants in southern Sweden	the rallying	5	2
bg18.0089.02	Brown	1960	G18	Non-fiction	of	the history of Sweden	Sweden	the history	1	2
bg18.0090.01	Brown	1960	G18	Non-fiction	of	the next to last chapter of the book	the book	the next+to last chapter	2	4
bg18.0092.01	Brown	1960	G18	Non-fiction	of	the body of Charles	Charles	the body	1	2
bg18.0092.02	Brown	1960	G18	Non-fiction	of	the tombs of his ancestors	his ancestors	the tombs	2	2
bg18.0093.01	Brown	1960	G18	Non-fiction	of	the echo of a saga	a saga	the echo	2	2
bg18.0095.02	Brown	1960	G18	Non-fiction	of	the wide appeal of The Charles Men	The Charles Men	the wide appeal	3	3
bg18.0100.01	Brown	1960	G18	Non-fiction	s	a king's daughter who became a nun in the convent of St. Birgitta	a king's	daughter who became a nun in the convent of St. Birgitta	2	8
bg18.0102.01	Brown	1960	G18	Non-fiction	of	the conqueror of Denmark	Denmark	the conqueror	1	2
bg22.0003.01	Brown	1960	G22	Non-fiction	of	the accelerating growth of technology	technology	the accelerating growth	1	3
bg22.0005.01	Brown	1960	G22	Non-fiction	of	the strength of our society's organs	our society's organs	the strength	3	2
bg22.0009.01	Brown	1960	G22	Non-fiction	of	the benefit of mankind	mankind	the benefit	1	2
bg22.0010.01	Brown	1960	G22	Non-fiction	s	man's supremacy over nature and everywhere on earth	man's	supremacy over nature and everywhere on earth	1	7
bg22.0014.01	Brown	1960	G22	Non-fiction	s	man's control over himself and over other men	man's	control over himself and over other men	1	7
bg22.0019.03	Brown	1960	G22	Non-fiction	s	man's major needs	man's	major needs	1	2
bg22.0022.01	Brown	1960	G22	Non-fiction	of	former Moscow correspondent of The New York Times	The New York Times	former Moscow correspondent	4	3
bg22.0023.03	Brown	1960	G22	Non-fiction	of	the sharp cutting-edge of American culture	American culture	the sharp cutting-edge	2	3
bg22.0023.05	Brown	1960	G22	Non-fiction	of	the enterprising promoters of 'Porgy And Bess'	Porgy And Bess	the enterprising promoters	3	3
bg22.0026.01	Brown	1960	G22	Non-fiction	of	This favorable image of America	America	This favorable image	1	3
bg22.0026.02	Brown	1960	G22	Non-fiction	of	the minds of Russian men and women	Russian men and women	the minds	4	2
bg22.0027.01	Brown	1960	G22	Non-fiction	s	the public's present attitude toward business	the public's	present attitude toward business	2	4
bg22.0033.02	Brown	1960	G22	Non-fiction	of	the ideas , energies and ambitions of an individual having purpose and comprehensive ability within one mind	an individual having purpose and comprehensive ability within one mind	the ideas , energies and ambitions	8	6
bg22.0035.01	Brown	1960	G22	Non-fiction	s	the individual's lessened desire and ability to give his services to the growth of his company and our economy	the individual's	lessened desire and ability to give his services to the growth of his company and our economy	2	8
bg22.0035.03	Brown	1960	G22	Non-fiction	of	the growth of his company and our economy	his company and our economy	the growth	5	2
bg22.0037.01	Brown	1960	G22	Non-fiction	of	the evils of capitalism	capitalism	the evils	1	2
bg22.0045.06	Brown	1960	G22	Non-fiction	of	the desirable aspect of socialism	socialism	the desirable aspect	1	3
bg22.0045.07	Brown	1960	G22	Non-fiction	of	the benefit of society as a whole	society as a whole	the benefit	4	2
bg22.0046.02	Brown	1960	G22	Non-fiction	of	the needs of society	society	the needs	1	2
bg22.0046.03	Brown	1960	G22	Non-fiction	s	the corporation's needs for survival	the corporation's	needs for survival	2	3
bg22.0048.01	Brown	1960	G22	Non-fiction	of	the continuity of supply or services	supply or services	the continuity	3	2
bg22.0048.02	Brown	1960	G22	Non-fiction	of	the actions of a single proprietor	a single proprietor	the actions	3	2
bg22.0048.03	Brown	1960	G22	Non-fiction	of	the needs of society	society	the needs	1	2
bg22.0079.02	Brown	1960	G22	Non-fiction	of	the growth and control of my business	my business	the growth and control	2	4
bg22.0081.03	Brown	1960	G22	Non-fiction	of	the practices of my company	my company	the practices	2	2
bg39.0009.01	Brown	1960	G39	Non-fiction	of	the sound of jazz and the blues	jazz and the blues	the sound	4	2
bg39.0013.02	Brown	1960	G39	Non-fiction	of	the mother of John H. Mercer	John H. Mercer	the mother	3	2
bg39.0022.03	Brown	1960	G39	Non-fiction	of	the study of music	music	the study	1	2
bg39.0027.03	Brown	1960	G39	Non-fiction	of	the Gullah dialects of Africa	Africa	the Gullah dialects	1	3
bg39.0028.01	Brown	1960	G39	Non-fiction	of	the richness and expressivness of language	language	the richness and expressivness	1	4
bg39.0051.01	Brown	1960	G39	Non-fiction	of	the memories of producers	producers	the memories	1	2
bg39.0053.02	Brown	1960	G39	Non-fiction	of	the protests of the former owner	the former owner	the protests	3	2
bg39.0064.01	Brown	1960	G39	Non-fiction	s	Mercer's Whiteman association	Mercer's	Whiteman association	1	2
bg39.0064.03	Brown	1960	G39	Non-fiction	of	the real beginning of Mercer's song-writing career	Mercer's song-writing career	the real beginning	3	3
bg39.0064.04	Brown	1960	G39	Non-fiction	s	Mercer's song-writing career	Mercer's	song-writing career	1	2
bg39.0067.01	Brown	1960	G39	Non-fiction	of	The countrywide success of Lazybones and And The Angels Sing	Lazybones and And The Angels Sing	The countrywide success	6	3
bg40.0025.01	Brown	1960	G40	Non-fiction	of	the truth of an old proverb	an old proverb	the truth	3	2
bg40.0027.01	Brown	1960	G40	Non-fiction	of	the robes of Santa Claus	Santa Claus	the robes	2	2
bg40.0033.01	Brown	1960	G40	Non-fiction	s	Mr. Hearst's telegraphic code word for Victor Watson	Mr. Hearst's	telegraphic code word for Victor Watson	2	6
bg40.0035.01	Brown	1960	G40	Non-fiction	s	The Hetman's physical aspects	The Hetman's	physical aspects	2	2
bg40.0038.01	Brown	1960	G40	Non-fiction	s	poker player's immobility of features	poker player's	immobility of features	2	3
bg40.0041.01	Brown	1960	G40	Non-fiction	s	Mr. Hearst's disciple , defender	Mr. Hearst's	disciple , defender	2	3
bg40.0044.01	Brown	1960	G40	Non-fiction	of	the outstanding members of the Hearst cabinet	the Hearst cabinet	the outstanding members	3	3
bg40.0050.03	Brown	1960	G40	Non-fiction	s	Vic's allowance to him	Vic's	allowance to him	1	3
bg40.0058.02	Brown	1960	G40	Non-fiction	of	the origin of his pipeline tip	his pipeline tip	the origin	3	2
bg40.0062.01	Brown	1960	G40	Non-fiction	s	Jack Doyle's pool parlors	Jack Doyle's	pool parlors	2	2
bg40.0069.01	Brown	1960	G40	Non-fiction	s	the Hetman's advice of shadowing	the Hetman's	advice of shadowing	2	3
bg40.0070.02	Brown	1960	G40	Non-fiction	of	my state of mind	mind	my state	1	2
bg40.0076.01	Brown	1960	G40	Non-fiction	of	the appearance of a Russian nihilist	a Russian nihilist	the appearance	3	2
bg40.0090.01	Brown	1960	G40	Non-fiction	s	The Hetman's ideas for news stories or editorial campaigns	The Hetman's	ideas for news stories or editorial campaigns	2	7
bg40.0091.02	Brown	1960	G40	Non-fiction	of	the ending of pollution of metropolitan beaches by sewage	pollution of metropolitan beaches by sewage	the ending	6	2
bg40.0093.01	Brown	1960	G40	Non-fiction	of	the conduct of these and many other campaigns	these and many other campaigns	the conduct	5	2
bg40.0094.02	Brown	1960	G40	Non-fiction	s	the Hetman's conceits and odd actions	the Hetman's	conceits and odd actions	2	4
bg40.0094.04	Brown	1960	G40	Non-fiction	of	the name of Mr. Hearst	Mr. Hearst	the name	2	2
bg40.0098.01	Brown	1960	G40	Non-fiction	of	the back of a used envelope	a used envelope	the back	3	2
bg40.0113.02	Brown	1960	G40	Non-fiction	s	the doctor's excellent collection of statues , paintings , and books	the doctor's	excellent collection of statues , paintings , and books	2	8
bg41.0003.02	Brown	1960	G41	Non-fiction	s	her son's favorite pieces	her son's	favorite pieces	2	2
bg41.0010.01	Brown	1960	G41	Non-fiction	of	the days of Mrs. Coolidge	Mrs. Coolidge	the days	2	2
bg41.0017.01	Brown	1960	G41	Non-fiction	s	Mrs. Coolidge's wish for a little girl	Mrs. Coolidge's	wish for a+little girl	2	4
bg41.0020.01	Brown	1960	G41	Non-fiction	s	Mrs. Coolidge's first granddaughter	Mrs. Coolidge's	first granddaughter	2	2
bg41.0023.02	Brown	1960	G41	Non-fiction	of	the death of their son	their son	the death	2	2
bg41.0038.01	Brown	1960	G41	Non-fiction	of	the daily lives of the Presidents	the Presidents	the daily lives	2	3
bg41.0044.01	Brown	1960	G41	Non-fiction	of	the ear of Mrs. Coolidge	Mrs. Coolidge	the ear	2	2
bg41.0050.01	Brown	1960	G41	Non-fiction	of	the importance of this mission	this mission	the importance	2	2
bg41.0073.01	Brown	1960	G41	Non-fiction	of	The favorite guest of the house	the house	The favorite guest	2	3
bg41.0078.01	Brown	1960	G41	Non-fiction	of	Queen Marie of Rumania	Rumania	Queen Marie	1	2
bg41.0081.02	Brown	1960	G41	Non-fiction	of	the edges of the flag that flew above the White House	the flag that flew above the White House	the edges	8	2
bg41.0092.02	Brown	1960	G41	Non-fiction	of	the dry climate of the West	the West	the dry climate	2	3
bg41.0106.01	Brown	1960	G41	Non-fiction	s	Mama's horrified expression	Mama's	horrified expression	1	2
bg42.0008.01	Brown	1960	G42	Non-fiction	of	The conventional image of a particular time and place	a particular time and place	The conventional image	5	3
bg42.0020.01	Brown	1960	G42	Non-fiction	of	The anti-Semitism of Hitler	Hitler	The anti-Semitism	1	2
bg42.0020.03	Brown	1960	G42	Non-fiction	of	the ideology of Lueger's politically successful Christian socialist movement in Vienna	Lueger's politically successful Christian socialist movement in Vienna	the ideology	8	2
bg42.0020.04	Brown	1960	G42	Non-fiction	s	Lueger's politically successful Christian socialist movement in Vienna	Lueger's	politically successful Christian socialist movement in Vienna	1	7
bg42.0021.02	Brown	1960	G42	Non-fiction	s	Lueger's propaganda and record	Lueger's	propaganda and record	1	3
bg42.0025.01	Brown	1960	G42	Non-fiction	of	the analysis of perceptual images	perceptual images	the analysis	2	2
bg42.0028.01	Brown	1960	G42	Non-fiction	of	the significance of the volume	the volume	the significance	2	2
bg42.0030.01	Brown	1960	G42	Non-fiction	of	the events of today and tomorrow	today and tomorrow	the events	3	2
bg42.0038.01	Brown	1960	G42	Non-fiction	of	the probable course of future developments	future developments	the probable course	2	3
bg42.0041.02	Brown	1960	G42	Non-fiction	of	the potential importance of this volume	this volume	the potential importance	2	3
bg42.0043.02	Brown	1960	G42	Non-fiction	of	the theory and practice of human dignity	human dignity	the theory and practice	2	4
bg42.0045.02	Brown	1960	G42	Non-fiction	of	the name of the Jews	the Jews	the name	2	2
bg42.0045.03	Brown	1960	G42	Non-fiction	of	the nature of the claim	the claim	the nature	2	2
bg42.0045.04	Brown	1960	G42	Non-fiction	of	the characteristics of the claimant	the claimant	the characteristics	2	2
bg42.0045.05	Brown	1960	G42	Non-fiction	of	the predispositions of the community decision makers who are called upon to act	the community decision makers who are called upon to act	the predispositions	8	2
bg42.0047.01	Brown	1960	G42	Non-fiction	of	the name of religion	religion	the name	1	2
bg42.0048.01	Brown	1960	G42	Non-fiction	of	the recognition of Israel	Israel	the recognition	1	2
bg42.0052.02	Brown	1960	G42	Non-fiction	of	the key symbol of the Jew	the Jew	the key symbol	2	3
bg42.0053.01	Brown	1960	G42	Non-fiction	of	the mind and usage of Gentile and Jew	Gentile and Jew	the mind and usage	3	4
bg42.0054.01	Brown	1960	G42	Non-fiction	of	the context of legal and civic policy	legal and civic policy	the context	4	2
bg42.0055.01	Brown	1960	G42	Non-fiction	of	the multiple identities of any number of non-Jewish groups	any number of non-Jewish groups	the multiple identities	5	3
bg42.0057.01	Brown	1960	G42	Non-fiction	of	the public order of the world community or even of free commonwealths	the world community or even of free commonwealths	the public order	8	3
bg42.0061.01	Brown	1960	G42	Non-fiction	of	The formal position of Americans who identify themselves with one or more of the several identities of the Jewish symbol	Americans who identify themselves with one+or+more of the several identities of the Jewish symbol	The formal position	8	3
bg42.0061.03	Brown	1960	G42	Non-fiction	of	the several identities of the Jewish symbol	the Jewish symbol	the several identities	3	3
bg42.0062.01	Brown	1960	G42	Non-fiction	of	the disorganized state of the world community	the world community	the disorganized state	3	3
bg42.0062.03	Brown	1960	G42	Non-fiction	of	the minds and muscles of men	men	the minds and muscles	1	4
bg42.0063.02	Brown	1960	G42	Non-fiction	of	the responsibility of political leaders	political leaders	the responsibility	2	2
bg42.0067.03	Brown	1960	G42	Non-fiction	of	the corrosive effect of crisis	crisis	the corrosive effect	1	3
bg42.0067.04	Brown	1960	G42	Non-fiction	of	the limit of self-control	self-control	the limit	1	2
bg42.0068.02	Brown	1960	G42	Non-fiction	of	the vast organized structures of modern society	modern society	the vast organized structures	2	4
bg42.0070.01	Brown	1960	G42	Non-fiction	of	the educational facilities of the community	the community	the educational facilities	2	3
bg42.0070.03	Brown	1960	G42	Non-fiction	of	the behavior of vast numbers of human beings of every age and condition	vast numbers of human beings of every age and condition	the behavior	8	2
bg42.0071.01	Brown	1960	G42	Non-fiction	of	the challenge of decency	decency	the challenge	1	2
bg42.0072.03	Brown	1960	G42	Non-fiction	of	the goodness of the good	the good	the goodness	2	2
bg42.0076.03	Brown	1960	G42	Non-fiction	of	the study and treatment of disordered personalities	disordered personalities	the study and treatment	2	4
bg42.0078.01	Brown	1960	G42	Non-fiction	of	the goals of psychoanalysis	psychoanalysis	the goals	1	2
bg43.0007.01	Brown	1960	G43	Non-fiction	of	The second timely part of this sketch of literature and the search for identity	this sketch of literature and the search for identity	The second timely part	8	4
bg43.0007.03	Brown	1960	G43	Non-fiction	of	the ephemeral mass culture products of today	today	the ephemeral mass culture products	1	5
bg43.0016.01	Brown	1960	G43	Non-fiction	of	the study of literature	literature	the study	1	2
bg43.0017.01	Brown	1960	G43	Non-fiction	of	the development and nature of conscience	conscience	the development and nature	1	4
bg43.0018.01	Brown	1960	G43	Non-fiction	of	the core of many , perhaps most , problems of psychotherapy	many, perhaps most, problems of psychotherapy	the core	6	2
bg43.0019.02	Brown	1960	G43	Non-fiction	of	the role of literary study	literary study	the role	2	2
bg43.0019.03	Brown	1960	G43	Non-fiction	of	the development of conscience	conscience	the development	1	2
bg43.0019.07	Brown	1960	G43	Non-fiction	of	the influence of religion	religion	the influence	1	2
bg43.0021.01	Brown	1960	G43	Non-fiction	of	the development of conscience	conscience	the development	1	2
bg43.0021.02	Brown	1960	G43	Non-fiction	of	the reach of literature	literature	the reach	1	2
bg43.0021.03	Brown	1960	G43	Non-fiction	of	the contents of conscience	conscience	the contents	1	2
bg43.0023.01	Brown	1960	G43	Non-fiction	of	the powerful influence of literature	literature	the powerful influence	1	3
bg43.0028.01	Brown	1960	G43	Non-fiction	of	the vivid examples and heroic proportions of literature	literature	the vivid examples and heroic proportions	1	6
bg43.0031.01	Brown	1960	G43	Non-fiction	of	the content , form , and language of the message	the message	the content , form , and language	2	7
bg43.0035.02	Brown	1960	G43	Non-fiction	s	Plato's notion of the arousal of emotion	Plato's	notion of the arousal of emotion	1	6
bg43.0037.01	Brown	1960	G43	Non-fiction	s	Beardsley's notion of harmony and the resolution of indecision	Beardsley's	notion of harmony and the resolution of indecision	1	8
bg43.0037.02	Brown	1960	G43	Non-fiction	of	Beardsley's notion of harmony and the resolution of indecision	harmony and the resolution of indecision	Beardsley's notion	6	2
bg43.0037.03	Brown	1960	G43	Non-fiction	of	the resolution of indecision	indecision	the resolution	1	2
bg43.0038.02	Brown	1960	G43	Non-fiction	s	Housman's fine phrase on the arts	Housman's	fine phrase on the arts	1	5
bg43.0040.06	Brown	1960	G43	Non-fiction	of	the end of the day	the day	the end	2	2
bg43.0041.01	Brown	1960	G43	Non-fiction	of	the ineffable beauty and richness of the aesthetic component of reality	the aesthetic component of reality	the ineffable beauty and richness	5	5
bg43.0041.02	Brown	1960	G43	Non-fiction	of	the aesthetic component of reality	reality	the aesthetic component	1	3
bg43.0042.01	Brown	1960	G43	Non-fiction	of	the drab empty quality of life without literature	life without literature	the drab empty quality	3	4
bg43.0043.01	Brown	1960	G43	Non-fiction	s	Richards' view of the aesthetic experience	Richards'	view of the aesthetic experience	1	5
bg43.0044.02	Brown	1960	G43	Non-fiction	of	the emotional value of the study of literature	the study of literature	the emotional value	4	3
bg43.0052.01	Brown	1960	G43	Non-fiction	s	Freud's concept of the utility of play to a small child	Freud's	concept of the utility of play to a small child	1	8
bg43.0052.03	Brown	1960	G43	Non-fiction	of	the utility of play	play	the utility	1	2
bg43.0054.01	Brown	1960	G43	Non-fiction	s	B. M. Spinley's portrayal of the underprivileged and undereducated youth of London	B. M. Spinley's	portrayal of the underprivileged and undereducated youth of London	3	8
bg43.0054.03	Brown	1960	G43	Non-fiction	of	the underprivileged and undereducated youth of London	London	the underprivileged and undereducated youth	1	5
bg43.0054.04	Brown	1960	G43	Non-fiction	of	the pleasure of anticipation or of savoring the experience	anticipation or of savoring the experience	the pleasure	6	2
bg43.0058.05	Brown	1960	G43	Non-fiction	of	the particular feature of the experience	the experience	the particular feature	2	3
bg43.0059.02	Brown	1960	G43	Non-fiction	of	the musical quality of words and rhythm	words and rhythm	the musical quality	3	3
bg43.0059.03	Brown	1960	G43	Non-fiction	of	the sentiments or sense of the poem	the poem	the sentiments or sense	2	4
bg43.0059.07	Brown	1960	G43	Non-fiction	of	the magical power of words	words	the magical power	1	3
bg43.0061.03	Brown	1960	G43	Non-fiction	of	the value of literature	literature	the value	1	2
bg43.0065.02	Brown	1960	G43	Non-fiction	of	the skill , sensitivity , and general expertise of the English professor with whom one attends the theatre	the English professor with whom one attends the theatre	the skill , sensitivity , and general expertise	8	8
bg43.0066.01	Brown	1960	G43	Non-fiction	of	the perceptual skill of English professors	English professors	the perceptual skill	2	3
bg43.0068.04	Brown	1960	G43	Non-fiction	of	the transcultural stability of metaphors	metaphors	the transcultural stability	1	3
bg43.0071.01	Brown	1960	G43	Non-fiction	of	the human significance of an event or state of affairs	an event or state of affairs	the human significance	6	3
bg44.0002.04	Brown	1960	G44	Non-fiction	of	the carvings of cavemen	cavemen	the carvings	1	2
bg44.0002.05	Brown	1960	G44	Non-fiction	of	the possibility of this effort	this effort	the possibility	2	2
bg44.0002.06	Brown	1960	G44	Non-fiction	of	that development of historical thought	historical thought	that development	2	2
bg44.0002.07	Brown	1960	G44	Non-fiction	of	the greatest achievement of our civilization	our civilization	the greatest achievement	2	3
